   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
226             ,  281 21 54 ,  142 40 21,      1.957,      0.000,      0.000,      -32.863,       11.096,     -2.086
227             ,    3 26 41 ,  102 23 03,      6.218,      0.000,      0.000,      -31.335,       16.924,     -1.863
228             ,   13 28 05 ,   95 28 59,     10.596,      0.000,      0.000,      -29.243,       21.119,     -1.542
229             ,  345 24 51 ,  102 09 01,     12.018,      0.000,      0.000,      -34.659,       22.232,     -3.059
230             ,  332 44 11 ,  107 14 34,      8.365,      0.000,      0.000,      -35.360,       17.963,     -3.009
231             ,  312 29 59 ,  113 44 11,      6.274,      0.000,      0.000,      -35.934,       14.742,     -3.055
232             ,  286 50 13 ,  119 45 17,      4.985,      0.000,      0.000,      -35.842,       12.115,     -3.004
233             ,  263 15 16 ,  118 46 41,      5.254,      0.000,      0.000,      -36.273,       10.321,     -3.059
234             ,  229 57 27 ,  112 39 46,      6.614,      0.000,      0.000,      -36.373,        6.935,     -3.078
235             ,  211 16 27 ,  105 07 28,      9.661,      0.000,      0.000,      -36.542,        2.891,     -3.050
236             ,  204 06 09 ,  101 54 28,     12.540,      0.000,      0.000,      -36.710,       -0.338,     -3.117
237             ,  215 51 08 ,   99 50 21,     15.070,      0.000,      0.000,      -40.397,       -1.173,     -3.105
238             ,  230 35 50 ,  102 50 42,     11.522,      0.000,      0.000,      -40.380,        3.731,     -3.091
239             ,  230 20 55 ,  106 46 25,      8.923,      0.000,      0.000,      -38.278,        5.410,     -3.105
240             ,  243 57 43 ,  104 57 55,      9.914,      0.000,      0.000,      -40.306,        6.657,     -3.090
241             ,  257 48 21 ,  110 43 19,      7.213,      0.000,      0.000,      -38.294,        9.437,     -3.082
242             ,  289 03 07 ,  118 28 22,      5.330,      0.000,      0.000,      -36.129,       12.391,     -3.071
243             ,  298 27 57 ,  107 10 47,      8.583,      0.000,      0.000,      -38.908,       14.770,     -3.065
244             ,  312 18 51 ,  102 47 15,     10.936,      0.000,      0.000,      -39.586,       18.041,     -2.950
245             ,  333 44 19 ,  104 39 35,     10.114,      0.000,      0.000,      -36.029,       19.637,     -3.090
246             ,  333 24 04 ,   99 13 06,     15.496,      0.000,      0.000,      -38.549,       24.539,     -3.012
247             ,  349 10 46 ,   99 12 42,     15.912,      0.000,      0.000,      -34.649,       26.289,     -3.077
248             ,  358 23 35 ,   97 06 18,     20.429,      0.000,      0.000,      -32.268,       31.126,     -3.057
249             ,  350 50 02 ,   96 36 46,     22.389,      0.000,      0.000,      -35.242,       32.817,     -3.108
250             ,  342 51 43 ,   96 04 09,     24.072,      0.000,      0.000,      -38.754,       33.736,     -3.075
251             ,  344 31 26 ,   94 05 39,     29.775,      0.000,      0.000,      -39.625,       39.484,     -2.656
252             ,  349 53 13 ,   94 49 29,     28.645,      0.000,      0.000,      -36.712,       38.961,     -2.939
253             ,  354 02 59 ,   94 53 00,     28.750,      0.000,      0.000,      -34.669,       39.353,     -2.977
254             ,  356 42 42 ,   94 37 06,     28.444,      0.000,      0.000,      -33.326,       39.167,     -2.820
255             ,  358 54 59 ,   96 08 18,     22.025,      0.000,      0.000,      -32.114,       32.757,     -2.885
256             ,    2 51 30 ,   94 57 31,     23.210,      0.000,      0.000,      -30.547,       33.956,     -2.536
257             ,    6 57 20 ,   92 47 04,     23.715,      0.000,      0.000,      -28.831,       34.375,     -1.682
258             ,    5 43 13 ,   92 29 15,     24.442,      0.000,      0.000,      -29.266,       35.159,     -1.591
